,date,count,Year,Month,Week,Day,Day of Week,Day of Year
2253,2020-03-03,50502.0,2020,3,10,3,1,63
2254,2020-04-03,11458.0,2020,4,14,3,4,94
2255,2020-05-03,64993.0,2020,5,18,3,6,124
2256,2020-06-03,29481.0,2020,6,23,3,2,155
2257,2020-07-03,60513.0,2020,7,27,3,4,185
2258,2020-08-03,68473.0,2020,8,32,3,0,216
2259,2020-09-03,72503.0,2020,9,36,3,3,247
2260,2020-10-03,98358.0,2020,10,40,3,5,277
2261,2020-11-03,62808.0,2020,11,45,3,1,308
2262,2020-12-03,53745.0,2020,12,49,3,3,338
2263,2020-03-13,44085.0,2020,3,11,13,4,73
2264,2020-03-14,44916.0,2020,3,11,14,5,74
2265,2020-03-15,36744.0,2020,3,11,15,6,75
2266,2020-03-16,29941.0,2020,3,12,16,0,76
2267,2020-03-17,24711.0,2020,3,12,17,1,77
2268,2020-03-18,30985.0,2020,3,12,18,2,78
2269,2020-03-19,21214.0,2020,3,12,19,3,79
2270,2020-03-20,31911.0,2020,3,12,20,4,80
2271,2020-03-21,32306.0,2020,3,12,21,5,81
2272,2020-03-22,20237.0,2020,3,12,22,6,82
2273,2020-03-23,4052.0,2020,3,13,23,0,83
2274,2020-03-24,21234.0,2020,3,13,24,1,84
2275,2020-03-25,12256.0,2020,3,13,25,2,85
2276,2020-03-26,22380.0,2020,3,13,26,3,86
2277,2020-03-27,27021.0,2020,3,13,27,4,87
2278,2020-03-28,9020.0,2020,3,13,28,5,88
2279,2020-03-29,9821.0,2020,3,13,29,6,89
2280,2020-03-30,15275.0,2020,3,14,30,0,90
2281,2020-03-31,15230.0,2020,3,14,31,1,91
2282,2020-01-04,30002.0,2020,1,1,4,5,4
2283,2020-02-04,53595.0,2020,2,6,4,1,35
2284,2020-03-04,59536.0,2020,3,10,4,2,64
2285,2020-04-04,29405.0,2020,4,14,4,5,95
2286,2020-05-04,32823.0,2020,5,19,4,0,125
2287,2020-06-04,40647.0,2020,6,23,4,3,156
2288,2020-07-04,72462.0,2020,7,27,4,5,186
2289,2020-08-04,45443.0,2020,8,32,4,1,217
2290,2020-09-04,86839.0,2020,9,36,4,4,248
2291,2020-10-04,83206.0,2020,10,40,4,6,278
2292,2020-11-04,65931.0,2020,11,45,4,2,309
2293,2020-12-04,40838.0,2020,12,49,4,4,339
2294,2020-04-13,7895.0,2020,4,16,13,0,104
2295,2020-04-14,25563.0,2020,4,16,14,1,105
2296,2020-04-15,22521.0,2020,4,16,15,2,106
2297,2020-04-16,19798.0,2020,4,16,16,3,107
2298,2020-04-17,19114.0,2020,4,16,17,4,108
2299,2020-04-18,16118.0,2020,4,16,18,5,109
2300,2020-04-19,47636.0,2020,4,16,19,6,110
2301,2020-04-20,22170.0,2020,4,17,20,0,111
2302,2020-04-21,17259.0,2020,4,17,21,1,112
2303,2020-04-22,24075.0,2020,4,17,22,2,113
2304,2020-04-23,19353.0,2020,4,17,23,3,114
2305,2020-04-24,12766.0,2020,4,17,24,4,115
2306,2020-04-25,59629.0,2020,4,17,25,5,116
2307,2020-04-26,9721.0,2020,4,17,26,6,117
2308,2020-04-27,18004.0,2020,4,18,27,0,118
2309,2020-04-28,40181.0,2020,4,18,28,1,119
2310,2020-04-29,21914.0,2020,4,18,29,2,120
2311,2020-04-30,14675.0,2020,4,18,30,3,121
2312,2020-01-05,28090.0,2020,1,1,5,6,5
2313,2020-02-05,51598.0,2020,2,6,5,2,36
2314,2020-03-05,59584.0,2020,3,10,5,3,65
2315,2020-04-05,26233.0,2020,4,14,5,6,96
2316,2020-05-05,35581.0,2020,5,19,5,1,126
2317,2020-06-05,33701.0,2020,6,23,5,4,157
2318,2020-07-05,65790.0,2020,7,27,5,6,187
2319,2020-08-05,83267.0,2020,8,32,5,2,218
2320,2020-09-05,91331.0,2020,9,36,5,5,249
2321,2020-10-05,77867.0,2020,10,41,5,0,279
2322,2020-11-05,75582.0,2020,11,45,5,3,310
2323,2020-12-05,32172.0,2020,12,49,5,5,340
2324,2020-05-13,41181.0,2020,5,20,13,2,134
2325,2020-05-14,42150.0,2020,5,20,14,3,135
2326,2020-05-15,53727.0,2020,5,20,15,4,136
2327,2020-05-16,81832.0,2020,5,20,16,5,137
2328,2020-05-17,64839.0,2020,5,20,17,6,138
2329,2020-05-18,39713.0,2020,5,21,18,0,139
2330,2020-05-19,41551.0,2020,5,21,19,1,140
2331,2020-05-20,46328.0,2020,5,21,20,2,141
2332,2020-05-21,49320.0,2020,5,21,21,3,142
2333,2020-05-22,48212.0,2020,5,21,22,4,143
2334,2020-05-23,23433.0,2020,5,21,23,5,144
2335,2020-05-24,74386.0,2020,5,21,24,6,145
2336,2020-05-25,69156.0,2020,5,22,25,0,146
2337,2020-05-26,54048.0,2020,5,22,26,1,147
2338,2020-05-27,56079.0,2020,5,22,27,2,148
2339,2020-05-28,46783.0,2020,5,22,28,3,149
2340,2020-05-29,54126.0,2020,5,22,29,4,150
2341,2020-05-30,88799.0,2020,5,22,30,5,151
2342,2020-05-31,82313.0,2020,5,22,31,6,152
2343,2020-01-06,43670.0,2020,1,2,6,0,6
2344,2020-02-06,32844.0,2020,2,6,6,3,37
2345,2020-03-06,34665.0,2020,3,10,6,4,66
2346,2020-04-06,25104.0,2020,4,15,6,0,97
2347,2020-05-06,17481.0,2020,5,19,6,2,127
2348,2020-06-06,57952.0,2020,6,23,6,5,158
2349,2020-07-06,46822.0,2020,7,28,6,0,188
2350,2020-08-06,80507.0,2020,8,32,6,3,219
2351,2020-09-06,84685.0,2020,9,36,6,6,250
2352,2020-10-06,88220.0,2020,10,41,6,1,280
2353,2020-11-06,83083.0,2020,11,45,6,4,311
2354,2020-12-06,41219.0,2020,12,49,6,6,341
2355,2020-06-13,91498.0,2020,6,24,13,5,165
2356,2020-06-14,81261.0,2020,6,24,14,6,166
2357,2020-06-15,58637.0,2020,6,25,15,0,167
2358,2020-06-16,66458.0,2020,6,25,16,1,168
2359,2020-06-17,65219.0,2020,6,25,17,2,169
2360,2020-06-18,63186.0,2020,6,25,18,3,170
2361,2020-06-19,80582.0,2020,6,25,19,4,171
2362,2020-06-20,82442.0,2020,6,25,20,5,172
2363,2020-06-21,73841.0,2020,6,25,21,6,173
2364,2020-06-22,60891.0,2020,6,26,22,0,174
2365,2020-06-23,68598.0,2020,6,26,23,1,175
2366,2020-06-24,67986.0,2020,6,26,24,2,176
2367,2020-06-25,70798.0,2020,6,26,25,3,177
2368,2020-06-26,75065.0,2020,6,26,26,4,178
2369,2020-06-27,60588.0,2020,6,26,27,5,179
2370,2020-06-28,70490.0,2020,6,26,28,6,180
2371,2020-06-29,62790.0,2020,6,27,29,0,181
2372,2020-06-30,66241.0,2020,6,27,30,1,182
2373,2020-01-07,47580.0,2020,1,2,7,1,7
2374,2020-02-07,33369.0,2020,2,6,7,4,38
2375,2020-03-07,40072.0,2020,3,10,7,5,67
2376,2020-04-07,23996.0,2020,4,15,7,1,98
2377,2020-05-07,44336.0,2020,5,19,7,3,128
2378,2020-06-07,82257.0,2020,6,23,7,6,159
2379,2020-07-07,69021.0,2020,7,28,7,1,189
2380,2020-08-07,60950.0,2020,8,32,7,4,220
2381,2020-09-07,85413.0,2020,9,37,7,0,251
2382,2020-10-07,83343.0,2020,10,41,7,2,281
2383,2020-11-07,99821.0,2020,11,45,7,5,312
2384,2020-12-07,42035.0,2020,12,50,7,0,342
2385,2020-07-13,70320.0,2020,7,29,13,0,195
2386,2020-07-14,78330.0,2020,7,29,14,1,196
2387,2020-07-15,79719.0,2020,7,29,15,2,197
2388,2020-07-16,80739.0,2020,7,29,16,3,198
2389,2020-07-17,71144.0,2020,7,29,17,4,199
2390,2020-07-18,81933.0,2020,7,29,18,5,200
2391,2020-07-19,68062.0,2020,7,29,19,6,201
2392,2020-07-20,59359.0,2020,7,30,20,0,202
2393,2020-07-21,71868.0,2020,7,30,21,1,203
2394,2020-07-22,52781.0,2020,7,30,22,2,204
2395,2020-07-23,66739.0,2020,7,30,23,3,205
2396,2020-07-24,67979.0,2020,7,30,24,4,206
2397,2020-07-25,89319.0,2020,7,30,25,5,207
2398,2020-07-26,74039.0,2020,7,30,26,6,208
2399,2020-07-27,63641.0,2020,7,31,27,0,209
2400,2020-07-28,71645.0,2020,7,31,28,1,210
2401,2020-07-29,78390.0,2020,7,31,29,2,211
2402,2020-07-30,73295.0,2020,7,31,30,3,212
2403,2020-07-31,72105.0,2020,7,31,31,4,213
2404,2020-01-08,43375.0,2020,1,2,8,2,8
2405,2020-02-08,33391.0,2020,2,6,8,5,39
2406,2020-03-08,47811.0,2020,3,10,8,6,68
2407,2020-04-08,21100.0,2020,4,15,8,2,99
2408,2020-05-08,17523.0,2020,5,19,8,4,129
2409,2020-06-08,61978.0,2020,6,24,8,0,160
2410,2020-07-08,64387.0,2020,7,28,8,2,190
2411,2020-08-08,92020.0,2020,8,32,8,5,221
2412,2020-09-08,80610.0,2020,9,37,8,1,252
2413,2020-10-08,86178.0,2020,10,41,8,3,282
2414,2020-11-08,87430.0,2020,11,45,8,6,313
2415,2020-12-08,41521.0,2020,12,50,8,1,343
2416,2020-08-13,63626.0,2020,8,33,13,3,226
2417,2020-08-14,85379.0,2020,8,33,14,4,227
2418,2020-08-15,94786.0,2020,8,33,15,5,228
2419,2020-08-16,39478.0,2020,8,33,16,6,229
2420,2020-08-17,71626.0,2020,8,34,17,0,230
2421,2020-08-18,83230.0,2020,8,34,18,1,231
2422,2020-08-19,72737.0,2020,8,34,19,2,232
2423,2020-08-20,82566.0,2020,8,34,20,3,233
2424,2020-08-21,86343.0,2020,8,34,21,4,234
2425,2020-08-22,88775.0,2020,8,34,22,5,235
2426,2020-08-23,83372.0,2020,8,34,23,6,236
2427,2020-08-24,72394.0,2020,8,35,24,0,237
2428,2020-08-25,73272.0,2020,8,35,25,1,238
2429,2020-08-26,89646.0,2020,8,35,26,2,239
2430,2020-08-27,70428.0,2020,8,35,27,3,240
2431,2020-08-28,79403.0,2020,8,35,28,4,241
2432,2020-08-29,72831.0,2020,8,35,29,5,242
2433,2020-08-30,94143.0,2020,8,35,30,6,243
2434,2020-08-31,76908.0,2020,8,36,31,0,244
2435,2020-01-09,40320.0,2020,1,2,9,3,9
2436,2020-02-09,33256.0,2020,2,6,9,6,40
2437,2020-03-09,70011.0,2020,3,11,9,0,69
2438,2020-04-09,14382.0,2020,4,15,9,3,100
2439,2020-05-09,28118.0,2020,5,19,9,5,130
2440,2020-06-09,62821.0,2020,6,24,9,1,161
2441,2020-07-09,77797.0,2020,7,28,9,3,191
2442,2020-08-09,84303.0,2020,8,32,9,6,222
2443,2020-09-09,85777.0,2020,9,37,9,2,253
2444,2020-10-09,89994.0,2020,10,41,9,4,283
2445,2020-11-09,76734.0,2020,11,46,9,0,314
2446,2020-12-09,37413.0,2020,12,50,9,2,344
2447,2020-09-13,86230.0,2020,9,37,13,6,257
2448,2020-09-14,80515.0,2020,9,38,14,0,258
2449,2020-09-15,85304.0,2020,9,38,15,1,259
2450,2020-09-16,88249.0,2020,9,38,16,2,260
2451,2020-09-17,88892.0,2020,9,38,17,3,261
2452,2020-09-18,90506.0,2020,9,38,18,4,262
2453,2020-09-19,91529.0,2020,9,38,19,5,263
2454,2020-09-20,78991.0,2020,9,38,20,6,264
2455,2020-09-21,73176.0,2020,9,39,21,0,265
2456,2020-09-22,83981.0,2020,9,39,22,1,266
2457,2020-09-23,91755.0,2020,9,39,23,2,267
2458,2020-09-24,88143.0,2020,9,39,24,3,268
2459,2020-09-25,95074.0,2020,9,39,25,4,269
2460,2020-09-26,100963.0,2020,9,39,26,5,270
2461,2020-09-27,88837.0,2020,9,39,27,6,271
2462,2020-09-28,79226.0,2020,9,40,28,0,272
2463,2020-09-29,60609.0,2020,9,40,29,1,273
2464,2020-09-30,87000.0,2020,9,40,30,2,274
2465,2020-01-10,51881.0,2020,1,2,10,4,10
2466,2020-02-10,27362.0,2020,2,7,10,0,41
2467,2020-03-10,65382.0,2020,3,11,10,1,70
2468,2020-04-10,16513.0,2020,4,15,10,4,101
2469,2020-05-10,55302.0,2020,5,19,10,6,131
2470,2020-06-10,64261.0,2020,6,24,10,2,162
2471,2020-07-10,23228.0,2020,7,28,10,4,192
2472,2020-08-10,70289.0,2020,8,33,10,0,223
2473,2020-09-10,53787.0,2020,9,37,10,3,254
2474,2020-10-10,96654.0,2020,10,41,10,5,284
2475,2020-11-10,85345.0,2020,11,46,10,1,315
2476,2020-12-10,52416.0,2020,12,50,10,3,345
2477,2020-10-13,52899.0,2020,10,42,13,1,287
2478,2020-10-14,89590.0,2020,10,42,14,2,288
2479,2020-10-15,92487.0,2020,10,42,15,3,289
2480,2020-10-16,31102.0,2020,10,42,16,4,290
2481,2020-10-17,89601.0,2020,10,42,17,5,291
2482,2020-10-18,77967.0,2020,10,42,18,6,292
2483,2020-10-19,74286.0,2020,10,43,19,0,293
2484,2020-10-20,77181.0,2020,10,43,20,1,294
2485,2020-10-21,85149.0,2020,10,43,21,2,295
2486,2020-10-22,84899.0,2020,10,43,22,3,296
2487,2020-10-23,88040.0,2020,10,43,23,4,297
2488,2020-10-24,91947.0,2020,10,43,24,5,298
2489,2020-10-25,62689.0,2020,10,43,25,6,299
2490,2020-10-26,51767.0,2020,10,44,26,0,300
2491,2020-10-27,78973.0,2020,10,44,27,1,301
2492,2020-10-28,63572.0,2020,10,44,28,2,302
2493,2020-10-29,19311.0,2020,10,44,29,3,303
2494,2020-10-30,39959.0,2020,10,44,30,4,304
2495,2020-10-31,67584.0,2020,10,44,31,5,305
2496,2020-01-11,57641.0,2020,1,2,11,5,11
2497,2020-02-11,38579.0,2020,2,7,11,1,42
2498,2020-03-11,62905.0,2020,3,11,11,2,71
2499,2020-04-11,33519.0,2020,4,15,11,5,102
2500,2020-05-11,23031.0,2020,5,20,11,0,132
2501,2020-06-11,44645.0,2020,6,24,11,3,163
2502,2020-07-11,67899.0,2020,7,28,11,5,193
2503,2020-08-11,76668.0,2020,8,33,11,1,224
2504,2020-09-11,96236.0,2020,9,37,11,4,255
2505,2020-10-11,77443.0,2020,10,41,11,6,285
2506,2020-11-11,46759.0,2020,11,46,11,2,316
2507,2020-12-11,60551.0,2020,12,50,11,4,346
2508,2020-11-13,49213.0,2020,11,46,13,4,318
2509,2020-11-14,76155.0,2020,11,46,14,5,319
2510,2020-11-15,51521.0,2020,11,46,15,6,320
2511,2020-11-16,58226.0,2020,11,47,16,0,321
2512,2020-11-17,55059.0,2020,11,47,17,1,322
2513,2020-11-18,44558.0,2020,11,47,18,2,323
2514,2020-11-19,52024.0,2020,11,47,19,3,324
2515,2020-11-20,69326.0,2020,11,47,20,4,325
2516,2020-11-21,76404.0,2020,11,47,21,5,326
2517,2020-11-22,46633.0,2020,11,47,22,6,327
2518,2020-11-23,43107.0,2020,11,48,23,0,328
2519,2020-11-24,53712.0,2020,11,48,24,1,329
2520,2020-11-25,57586.0,2020,11,48,25,2,330
2521,2020-11-26,31215.0,2020,11,48,26,3,331
2522,2020-11-27,53848.0,2020,11,48,27,4,332
2523,2020-11-28,53896.0,2020,11,48,28,5,333
2524,2020-11-29,53239.0,2020,11,48,29,6,334
2525,2020-11-30,23528.0,2020,11,49,30,0,335
2526,2020-01-12,54017.0,2020,1,2,12,6,12
2527,2020-02-12,50387.0,2020,2,7,12,2,43
2528,2020-03-12,52218.0,2020,3,11,12,3,72
2529,2020-04-12,32035.0,2020,4,15,12,6,103
2530,2020-05-12,36435.0,2020,5,20,12,1,133
2531,2020-06-12,73777.0,2020,6,24,12,4,164
2532,2020-07-12,85961.0,2020,7,28,12,6,194
2533,2020-08-12,67444.0,2020,8,33,12,2,225
2534,2020-09-12,103403.0,2020,9,37,12,5,256
2535,2020-10-12,16873.0,2020,10,42,12,0,286
2536,2020-11-12,41097.0,2020,11,46,12,3,317
2537,2020-12-12,54112.0,2020,12,50,12,5,347
2538,2020-12-13,61862.0,2020,12,50,13,6,348
2539,2020-12-14,26072.0,2020,12,51,14,0,349
2540,2020-12-15,45292.0,2020,12,51,15,1,350
2541,2020-12-16,26623.0,2020,12,51,16,2,351
2542,2020-12-17,182.0,2020,12,51,17,3,352
2543,2020-12-18,15131.0,2020,12,51,18,4,353
2544,2020-12-19,16909.0,2020,12,51,19,5,354
2545,2020-12-20,16512.0,2020,12,51,20,6,355
2546,2020-12-21,31675.0,2020,12,52,21,0,356
2547,2020-12-22,37570.0,2020,12,52,22,1,357
2548,2020-12-23,40873.0,2020,12,52,23,2,358
2549,2020-12-24,32951.0,2020,12,52,24,3,359
2550,2020-12-25,11983.0,2020,12,52,25,4,360
2551,2020-12-26,19978.0,2020,12,52,26,5,361
2552,2020-12-27,24040.0,2020,12,52,27,6,362
2553,2020-12-28,39200.0,2020,12,53,28,0,363
2554,2020-12-29,33593.0,2020,12,53,29,1,364
2555,2020-12-30,36031.0,2020,12,53,30,2,365
2556,2020-12-31,26626.0,2020,12,53,31,3,366
2557,2021-01-01,18996.0,2021,1,53,1,4,1
2558,2021-02-01,251.0,2021,2,5,1,0,32
2559,2021-03-01,34881.0,2021,3,9,1,0,60
2560,2021-04-01,45986.0,2021,4,13,1,3,91
2561,2021-05-01,93906.0,2021,5,17,1,5,121
2562,2021-06-01,101597.0,2021,6,22,1,1,152
2563,2021-07-01,69556.0,2021,7,26,1,3,182
2564,2021-08-01,97406.0,2021,8,30,1,6,213
2565,2021-09-01,52077.0,2021,9,35,1,2,244
2566,2021-10-01,119140.0,2021,10,39,1,4,274
2567,2021-11-01,92130.0,2021,11,44,1,0,305
2568,2021-12-01,75957.0,2021,12,48,1,2,335
2569,2021-01-13,42964.0,2021,1,2,13,2,13
2570,2021-01-14,48338.0,2021,1,2,14,3,14
2571,2021-01-15,40954.0,2021,1,2,15,4,15
2572,2021-01-16,41669.0,2021,1,2,16,5,16
2573,2021-01-17,39290.0,2021,1,2,17,6,17
2574,2021-01-18,43234.0,2021,1,3,18,0,18
2575,2021-01-19,41014.0,2021,1,3,19,1,19
2576,2021-01-20,36596.0,2021,1,3,20,2,20
2577,2021-01-21,41278.0,2021,1,3,21,3,21
2578,2021-01-22,44493.0,2021,1,3,22,4,22
2579,2021-01-23,32490.0,2021,1,3,23,5,23
2580,2021-01-24,27633.0,2021,1,3,24,6,24
2581,2021-01-25,36408.0,2021,1,4,25,0,25
2582,2021-01-26,27617.0,2021,1,4,26,1,26
2583,2021-01-27,39335.0,2021,1,4,27,2,27
2584,2021-01-28,34436.0,2021,1,4,28,3,28
2585,2021-01-29,23747.0,2021,1,4,29,4,29
2586,2021-01-30,27653.0,2021,1,4,30,5,30
2587,2021-01-31,21951.0,2021,1,4,31,6,31
2588,2021-01-02,41699.0,2021,1,53,2,5,2
2589,2021-01-02,41699.0,2021,1,53,2,5,2
2590,2021-03-02,32373.0,2021,3,9,2,1,61
2591,2021-04-02,43287.0,2021,4,13,2,4,92
2592,2021-05-02,95346.0,2021,5,17,2,6,122
2593,2021-06-02,108550.0,2021,6,22,2,2,153
2594,2021-07-02,79990.0,2021,7,26,2,4,183
2595,2021-08-02,106140.0,2021,8,31,2,0,214
2596,2021-09-02,129565.0,2021,9,35,2,3,245
2597,2021-10-02,123885.0,2021,10,39,2,5,275
2598,2021-11-02,85016.0,2021,11,44,2,1,306
2599,2021-12-02,81514.0,2021,12,48,2,3,336
2600,2021-02-13,23260.0,2021,2,6,13,5,44
2601,2021-02-14,23643.0,2021,2,6,14,6,45
2602,2021-02-15,23617.0,2021,2,7,15,0,46
2603,2021-02-16,31331.0,2021,2,7,16,1,47
2604,2021-02-17,31149.0,2021,2,7,17,2,48
2605,2021-02-18,7681.0,2021,2,7,18,3,49
2606,2021-02-19,12140.0,2021,2,7,19,4,50
2607,2021-02-20,25179.0,2021,2,7,20,5,51
2608,2021-02-21,26685.0,2021,2,7,21,6,52
2609,2021-02-22,19677.0,2021,2,8,22,0,53
2610,2021-02-23,33785.0,2021,2,8,23,1,54
2611,2021-02-24,46399.0,2021,2,8,24,2,55
2612,2021-02-25,43775.0,2021,2,8,25,3,56
2613,2021-02-26,44923.0,2021,2,8,26,4,57
2614,2021-02-27,31073.0,2021,2,8,27,5,58
2615,2021-02-28,21543.0,2021,2,8,28,6,59
2616,2021-01-03,14737.0,2021,1,53,3,6,3
2617,2021-02-03,6526.0,2021,2,5,3,2,34
2618,2021-03-03,50594.0,2021,3,9,3,2,62
2619,2021-04-03,61927.0,2021,4,13,3,5,93
2620,2021-05-03,61499.0,2021,5,18,3,0,123
2621,2021-06-03,71333.0,2021,6,22,3,3,154
2622,2021-07-03,70204.0,2021,7,26,3,5,184
2623,2021-08-03,112060.0,2021,8,31,3,1,215
2624,2021-09-03,118256.0,2021,9,35,3,4,246
2625,2021-10-03,111844.0,2021,10,39,3,6,276
2626,2021-11-03,89609.0,2021,11,44,3,2,307
2627,2021-12-03,74590.0,2021,12,48,3,4,337
2628,2021-03-13,54223.0,2021,3,10,13,5,72
2629,2021-03-14,43972.0,2021,3,10,14,6,73
2630,2021-03-15,34768.0,2021,3,11,15,0,74
2631,2021-03-16,38448.0,2021,3,11,16,1,75
2632,2021-03-17,47813.0,2021,3,11,17,2,76
2633,2021-03-18,22787.0,2021,3,11,18,3,77
2634,2021-03-19,44230.0,2021,3,11,19,4,78
2635,2021-03-20,65883.0,2021,3,11,20,5,79
2636,2021-03-21,69886.0,2021,3,11,21,6,80
2637,2021-03-22,56857.0,2021,3,12,22,0,81
2638,2021-03-23,62306.0,2021,3,12,23,1,82
2639,2021-03-24,33142.0,2021,3,12,24,2,83
2640,2021-03-25,65338.0,2021,3,12,25,3,84
2641,2021-03-26,72408.0,2021,3,12,26,4,85
2642,2021-03-27,85979.0,2021,3,12,27,5,86
2643,2021-03-28,25532.0,2021,3,12,28,6,87
2644,2021-03-29,53199.0,2021,3,13,29,0,88
2645,2021-03-30,66437.0,2021,3,13,30,1,89
2646,2021-03-31,45817.0,2021,3,13,31,2,90
2647,2021-01-04,37160.0,2021,1,1,4,0,4
2648,2021-02-04,18877.0,2021,2,5,4,3,35
2649,2021-03-04,40563.0,2021,3,9,4,3,63
2650,2021-04-04,64261.0,2021,4,13,4,6,94
2651,2021-05-04,88127.0,2021,5,18,4,1,124
2652,2021-06-04,88376.0,2021,6,22,4,4,155
2653,2021-07-04,104656.0,2021,7,26,4,6,185
2654,2021-08-04,112294.0,2021,8,31,4,2,216
2655,2021-09-04,112251.0,2021,9,35,4,5,247
2656,2021-10-04,75555.0,2021,10,40,4,0,277
2657,2021-11-04,88086.0,2021,11,44,4,3,308
2658,2021-12-04,70123.0,2021,12,48,4,5,338
2659,2021-04-13,79611.0,2021,4,15,13,1,103
2660,2021-04-14,80958.0,2021,4,15,14,2,104
2661,2021-04-15,33369.0,2021,4,15,15,3,105
2662,2021-04-16,60012.0,2021,4,15,16,4,106
2663,2021-04-17,78377.0,2021,4,15,17,5,107
2664,2021-04-18,81704.0,2021,4,15,18,6,108
2665,2021-04-19,73761.0,2021,4,16,19,0,109
2666,2021-04-20,97165.0,2021,4,16,20,1,110
2667,2021-04-21,62474.0,2021,4,16,21,2,111
2668,2021-04-22,57662.0,2021,4,16,22,3,112
2669,2021-04-23,83708.0,2021,4,16,23,4,113
2670,2021-04-24,105411.0,2021,4,16,24,5,114
2671,2021-04-25,59242.0,2021,4,16,25,6,115
2672,2021-04-26,72470.0,2021,4,17,26,0,116
2673,2021-04-27,80501.0,2021,4,17,27,1,117
2674,2021-04-28,97569.0,2021,4,17,28,2,118
2675,2021-04-29,71346.0,2021,4,17,29,3,119
2676,2021-04-30,81484.0,2021,4,17,30,4,120
2677,2021-01-05,38905.0,2021,1,1,5,1,5
2678,2021-02-05,24539.0,2021,2,5,5,4,36
2679,2021-03-05,36641.0,2021,3,9,5,4,64
2680,2021-04-05,68985.0,2021,4,14,5,0,95
2681,2021-05-05,50335.0,2021,5,18,5,2,125
2682,2021-06-05,124166.0,2021,6,22,5,5,156
2683,2021-07-05,100474.0,2021,7,27,5,0,186
2684,2021-08-05,112759.0,2021,8,31,5,3,217
2685,2021-09-05,90009.0,2021,9,35,5,6,248
2686,2021-10-05,106835.0,2021,10,40,5,1,278
2687,2021-11-05,88604.0,2021,11,44,5,4,309
2688,2021-12-05,64213.0,2021,12,48,5,6,339
2689,2021-05-13,102215.0,2021,5,19,13,3,133
2690,2021-05-14,109128.0,2021,5,19,14,4,134
2691,2021-05-15,121138.0,2021,5,19,15,5,135
2692,2021-05-16,99140.0,2021,5,19,16,6,136
2693,2021-05-17,96803.0,2021,5,20,17,0,137
2694,2021-05-18,107536.0,2021,5,20,18,1,138
2695,2021-05-19,111695.0,2021,5,20,19,2,139
2696,2021-05-20,110115.0,2021,5,20,20,3,140
2697,2021-05-21,114961.0,2021,5,20,21,4,141
2698,2021-05-22,118944.0,2021,5,20,22,5,142
2699,2021-05-23,109698.0,2021,5,20,23,6,143
2700,2021-05-24,90763.0,2021,5,21,24,0,144
2701,2021-05-25,109051.0,2021,5,21,25,1,145
2702,2021-05-26,99562.0,2021,5,21,26,2,146
2703,2021-05-27,114902.0,2021,5,21,27,3,147
2704,2021-05-28,64016.0,2021,5,21,28,4,148
2705,2021-05-29,30631.0,2021,5,21,29,5,149
2706,2021-05-30,17956.0,2021,5,21,30,6,150
2707,2021-05-31,91466.0,2021,5,22,31,0,151
2708,2021-01-06,38361.0,2021,1,1,6,2,6
2709,2021-02-06,31458.0,2021,2,5,6,5,37
2710,2021-03-06,33811.0,2021,3,9,6,5,65
2711,2021-04-06,77138.0,2021,4,14,6,1,96
2712,2021-05-06,94590.0,2021,5,18,6,3,126
2713,2021-06-06,108809.0,2021,6,22,6,6,157
2714,2021-07-06,79204.0,2021,7,27,6,1,187
2715,2021-08-06,112937.0,2021,8,31,6,4,218
2716,2021-09-06,109827.0,2021,9,36,6,0,249
2717,2021-10-06,113651.0,2021,10,40,6,2,279
2718,2021-11-06,87114.0,2021,11,44,6,5,310
2719,2021-12-06,69651.0,2021,12,49,6,0,340
2720,2021-06-13,104999.0,2021,6,23,13,6,164
2721,2021-06-14,86363.0,2021,6,24,14,0,165
2722,2021-06-15,121668.0,2021,6,24,15,1,166
2723,2021-06-16,124933.0,2021,6,24,16,2,167
2724,2021-06-17,124275.0,2021,6,24,17,3,168
2725,2021-06-18,126081.0,2021,6,24,18,4,169
2726,2021-06-19,110156.0,2021,6,24,19,5,170
2727,2021-06-20,110118.0,2021,6,24,20,6,171
2728,2021-06-21,104424.0,2021,6,25,21,0,172
2729,2021-06-22,77285.0,2021,6,25,22,1,173
2730,2021-06-23,126320.0,2021,6,25,23,2,174
2731,2021-06-24,123590.0,2021,6,25,24,3,175
2732,2021-06-25,119399.0,2021,6,25,25,4,176
2733,2021-06-26,122258.0,2021,6,25,26,5,177
2734,2021-06-27,113083.0,2021,6,25,27,6,178
2735,2021-06-28,101174.0,2021,6,26,28,0,179
2736,2021-06-29,105950.0,2021,6,26,29,1,180
2737,2021-06-30,99268.0,2021,6,26,30,2,181
2738,2021-01-07,38390.0,2021,1,1,7,3,7
2739,2021-02-07,8340.0,2021,2,5,7,6,38
2740,2021-03-07,35698.0,2021,3,9,7,6,66
2741,2021-04-07,78603.0,2021,4,14,7,2,97
2742,2021-05-07,92530.0,2021,5,18,7,4,127
2743,2021-06-07,100265.0,2021,6,23,7,0,158
2744,2021-07-07,105555.0,2021,7,27,7,2,188
2745,2021-08-07,118877.0,2021,8,31,7,5,219
2746,2021-09-07,110166.0,2021,9,36,7,1,250
2747,2021-10-07,118354.0,2021,10,40,7,3,280
2748,2021-11-07,81518.0,2021,11,44,7,6,311
2749,2021-12-07,69052.0,2021,12,49,7,1,341
2750,2021-07-13,108101.0,2021,7,28,13,1,194
2751,2021-07-14,113111.0,2021,7,28,14,2,195
